anomaly,country,series,make,model_gen,generation,prev_year,year,prev_stock,stock,change
cohort_rise,GB,VEH0120,FORD,ESCORT RS COSWORTH,MK5,1995,1996,1352,1576,0.16568047337278102
cohort_rise,GB,VEH0124,TOYOTA,GT86,ZN6,2022,2023,6760,7873,0.16464497041420123
cohort_rise,GB,VEH0124,MERCEDES-BENZ,SLK,R172,2015,2016,22838,26588,0.1642000175146685
cohort_rise,GB,VEH0120,LEXUS,IS-F,XE20,2010,2011,178,207,0.1629213483146068
cohort_rise,GB,VEH0120,OPEL,LOTUS CARLTON,A,2020,2021,43,50,0.16279069767441867
cohort_rise,GB,VEH0120,TOYOTA,GT86,ZN6,2022,2023,6587,7657,0.16244117200546526
cohort_rise,GB,VEH0124,SKODA,OCTAVIA VRS,5E,2017,2018,15036,17471,0.16194466613461023
cohort_rise,GB,VEH0124,BMW,6 SERIES,E24,2024,2025,310,360,0.16129032258064524
cohort_rise,GB,VEH0124,MINI,COOPER S,F56,2022,2023,91525,106169,0.15999999999999992
cohort_rise,GB,VEH0124,ASTON MARTIN,V8 VANTAGE,AM6,2019,2020,1088,1261,0.1590073529411764
cohort_rise,GB,VEH0120,CITROEN,SAXO VTS,S0,2001,2002,38980,45172,0.15885069266290408
cohort_rise,GB,VEH0124,MERCEDES-BENZ,C43 AMG,W202,2024,2025,120,139,0.15833333333333344
cohort_rise,GB,VEH0120,MITSUBISHI,3000GT,Z16A,1998,1999,690,799,0.15797101449275353
cohort_rise,GB,VEH0120,AUDI,RS2,B4,2020,2021,38,44,0.1578947368421053
cohort_rise,GB,VEH0120,NISSAN,SUNNY GTI-R,N14,2016,2017,19,22,0.1578947368421053
cohort_rise,GB,VEH0124,NISSAN,SUNNY GTI-R,N14,2016,2017,19,22,0.1578947368421053
cohort_rise,GB,VEH0124,PORSCHE,CAYMAN,982,2022,2023,5243,6070,0.1577341216860575
cohort_rise,GB,VEH0120,FERRARI,612,612,2006,2007,165,191,0.15757575757575748
cohort_rise,GB,VEH0124,MASERATI,GHIBLI,II,2021,2022,13,15,0.15384615384615374
cohort_rise,GB,VEH0120,ALFA ROMEO,147 GTA,937,2004,2005,306,353,0.15359477124182996
cohort_rise,GB,VEH0120,ASTON MARTIN,DB9,DB9,2007,2008,3179,3667,0.1535073922617176
cohort_rise,GB,VEH0124,FORD,FIESTA ST,MK8,2021,2022,72656,83777,0.15306375247742787
cohort_rise,GB,VEH0120,FERRARI,360,360,2003,2004,1144,1319,0.1529720279720279
cohort_rise,GB,VEH0120,BMW,Z4 M,E85_86,2007,2008,925,1066,0.15243243243243243
cohort_rise,GB,VEH0120,NISSAN,GT-R,R35,2010,2011,1372,1580,0.15160349854227406
cohort_rise,GB,VEH0124,LOTUS,ELISE,S3,2016,2017,463,533,0.1511879049676026
cohort_rise,GB,VEH0120,MG,RV8,RV8,2002,2003,278,320,0.15107913669064743
cohort_rise,GB,VEH0120,NISSAN,350Z,Z33,2006,2007,5930,6825,0.1509274873524451
cohort_rise,GB,VEH0124,BMW,Z4,G29,2022,2023,5103,5873,0.15089163237311376
cohort_rise,GB,VEH0124,ASTON MARTIN,VANQUISH,II,2017,2018,895,1028,0.14860335195530716
cohort_rise,GB,VEH0124,MASERATI,QUATTROPORTE,M156,2016,2017,478,549,0.14853556485355646
cohort_rise,GB,VEH0120,VOLKSWAGEN,PHAETON,3D,2007,2008,1152,1323,0.1484375
cohort_rise,GB,VEH0120,PEUGEOT,406 COUPE,MK1,2000,2001,7331,8418,0.14827445096166958
cohort_rise,GB,VEH0124,LOTUS,EVORA,122,2014,2015,479,550,0.14822546972860118
cohort_rise,GB,VEH0124,LOTUS,EXIGE,S3,2016,2017,368,422,0.1467391304347827
cohort_rise,GB,VEH0120,MASERATI,GRANTURISMO,M145,2011,2012,1540,1765,0.14610389610389607
cohort_rise,GB,VEH0124,BMW,6 SERIES,F12,2017,2018,13682,15679,0.14595819324660142
cohort_rise,GB,VEH0120,PEUGEOT,206 GTI,MK1,2002,2003,11768,13483,0.1457341944255608
cohort_rise,GB,VEH0120,VOLKSWAGEN,CORRADO,53I,1994,1995,7536,8630,0.14516985138004257
cohort_rise,GB,VEH0120,MASERATI,4200,M138,1994,1995,83,95,0.14457831325301207
cohort_rise,GB,VEH0124,LOTUS,EXIGE,S3,2017,2018,422,483,0.14454976303317535
cohort_rise,GB,VEH0124,OPEL,ASTRA OPC,F,2018,2019,104,119,0.14423076923076916
cohort_rise,GB,VEH0124,SKODA,OCTAVIA VRS,5E,2018,2019,17471,19981,0.14366664758743064
cohort_rise,GB,VEH0124,VOLKSWAGEN,SCIROCCO,MK3,2014,2015,36081,41238,0.14292841107508103
cohort_rise,GB,VEH0124,HONDA,CIVIC TYPE R,FK8,2019,2020,2513,2872,0.1428571428571428
cohort_rise,GB,VEH0124,RENAULT,SPIDER,SPIDER,2016,2017,21,24,0.1428571428571428
cohort_rise,GB,VEH0120,RENAULT,SPIDER,SPIDER,2016,2017,21,24,0.1428571428571428
cohort_rise,GB,VEH0120,LOTUS,EVORA,122,2014,2015,476,544,0.1428571428571428
cohort_rise,GB,VEH0124,AUDI,RS4,B9,2023,2024,2356,2690,0.1417657045840408
cohort_rise,GB,VEH0120,MG,RV8,RV8,2003,2004,320,365,0.140625
cohort_rise,GB,VEH0124,AUDI,TT,8S,2017,2018,22217,25324,0.13984786424809825
cohort_rise,GB,VEH0120,TVR,GRIFFITH,GRIFFITH,1998,1999,924,1053,0.13961038961038952
cohort_rise,GB,VEH0120,CITROEN,DS3 RACING,A55,2014,2015,129,147,0.13953488372093026
cohort_rise,GB,VEH0120,MITSUBISHI,ECLIPSE,1G_2G,2010,2011,43,49,0.13953488372093026
cohort_rise,GB,VEH0124,AUDI,TT,8S,2018,2019,25324,28850,0.13923550781867
cohort_rise,GB,VEH0124,PORSCHE,CAYMAN,982,2021,2022,4603,5243,0.13903975668042579
cohort_rise,GB,VEH0120,LEXUS,LS400,XF10_XF20,1997,1998,5974,6801,0.13843321057917635
cohort_rise,GB,VEH0124,TOYOTA,GT86,ZN6,2015,2016,4679,5325,0.13806368882239806
cohort_rise,GB,VEH0124,TOYOTA,CELICA GT-FOUR,ST185_ST205,2020,2021,29,33,0.13793103448275867
cohort_rise,GB,VEH0120,TOYOTA,CELICA GT-FOUR,ST185_ST205,2020,2021,29,33,0.13793103448275867
cohort_rise,GB,VEH0124,JAGUAR,XJ,X351,2015,2016,7654,8709,0.1378364253984845
cohort_rise,GB,VEH0124,FORD,FIESTA ST,MK8,2020,2021,63897,72656,0.13707998810585798
cohort_rise,GB,VEH0120,TOYOTA,GT86,ZN6,2015,2016,4569,5193,0.1365725541694025
cohort_rise,GB,VEH0124,CITROEN,DS3 RACING,A55,2014,2015,132,150,0.13636363636363646
cohort_rise,GB,VEH0124,OPEL,LOTUS CARLTON,A,2020,2021,44,50,0.13636363636363646
cohort_rise,GB,VEH0120,MAZDA,RX-8,SE3P,2006,2007,19347,21972,0.13567995037990377
cohort_rise,GB,VEH0124,BMW,M5,F10,2014,2015,1918,2178,0.1355578727841502
cohort_rise,GB,VEH0120,ASTON MARTIN,DB7,DB7,2002,2003,2297,2608,0.13539399216369175
cohort_rise,GB,VEH0124,JAGUAR,F-TYPE,X152,2018,2019,10878,12331,0.13357234785806216
cohort_rise,GB,VEH0120,FERRARI,CALIFORNIA,F149,2012,2013,704,798,0.1335227272727273
cohort_rise,GB,VEH0124,MASERATI,QUATTROPORTE,IV,2017,2018,15,17,0.1333333333333333
cohort_rise,GB,VEH0124,BMW,M5,F90,2021,2022,2486,2817,0.1331456154465005
cohort_rise,GB,VEH0124,MERCEDES-BENZ,S-CLASS,W222,2017,2018,9146,10350,0.13164224797725788
cohort_rise,GB,VEH0120,PORSCHE,CARRERA GT,980,2014,2015,38,43,0.13157894736842102
cohort_rise,GB,VEH0124,PORSCHE,CARRERA GT,980,2014,2015,38,43,0.13157894736842102
cohort_rise,GB,VEH0120,JAGUAR,F-TYPE,X152,2018,2019,10761,12176,0.13149335563609332
cohort_rise,GB,VEH0120,RENAULT,SPIDER,SPIDER,2011,2012,23,26,0.13043478260869557
cohort_rise,GB,VEH0124,RENAULT,SPIDER,SPIDER,2020,2021,23,26,0.13043478260869557
cohort_rise,GB,VEH0120,RENAULT,SPIDER,SPIDER,2020,2021,23,26,0.13043478260869557
cohort_rise,GB,VEH0124,PORSCHE,BOXSTER,982,2022,2023,3753,4242,0.1302957633892885
cohort_rise,GB,VEH0124,JAGUAR,XJ,X351,2014,2015,6775,7654,0.12974169741697428
cohort_rise,GB,VEH0124,LOTUS,ELISE,S3,2018,2019,586,662,0.12969283276450505
cohort_rise,GB,VEH0120,ALFA ROMEO,156,932,2001,2002,30178,34080,0.12929948969447946
cohort_rise,GB,VEH0124,PORSCHE,BOXSTER,982,2019,2020,2909,3285,0.1292540391887247
cohort_rise,GB,VEH0124,AUDI,RS2,B4,2020,2021,39,44,0.1282051282051282
cohort_rise,GB,VEH0120,MITSUBISHI,ECLIPSE,1G_2G,1995,1996,47,53,0.12765957446808507
cohort_rise,GB,VEH0124,VOLKSWAGEN,POLO GTI,AW,2020,2021,5836,6578,0.1271418779986293
cohort_rise,GB,VEH0124,PEUGEOT,208 GTI,MK1,2017,2018,4986,5616,0.12635379061371843
cohort_rise,GB,VEH0120,PEUGEOT,208 GTI,MK1,2017,2018,4904,5522,0.12601957585644374
cohort_rise,GB,VEH0120,NISSAN,370Z,Z34,2011,2012,1350,1520,0.125925925925926
cohort_rise,GB,VEH0124,BMW,8 SERIES,G15,2022,2023,6331,7128,0.12588848523140106
cohort_rise,GB,VEH0120,LEXUS,LS400,XF10_XF20,1996,1997,5307,5974,0.12568306010928953
cohort_rise,GB,VEH0120,RENAULT,A610,A610,2025,2026,8,9,0.125
cohort_rise,GB,VEH0124,TVR,SAGARIS,SAGARIS,2020,2021,80,90,0.125
cohort_rise,GB,VEH0120,TVR,TUSCAN,TUSCAN,2002,2003,1008,1134,0.125
cohort_rise,GB,VEH0124,MITSUBISHI,LANCER EVOLUTION,V_VI,2015,2016,8,9,0.125
cohort_rise,GB,VEH0120,MG,TF,TF,2004,2005,22449,25246,0.12459352309679717
cohort_rise,GB,VEH0120,FERRARI,612,612,2016,2017,180,202,0.12222222222222223
cohort_rise,GB,VEH0124,FERRARI,612,612,2016,2017,180,202,0.12222222222222223
cohort_rise,GB,VEH0120,BMW,135I,E82,2010,2011,942,1057,0.12208067940552025
cohort_rise,GB,VEH0120,MG,RV8,RV8,1998,1999,246,276,0.12195121951219523
cohort_rise,GB,VEH0124,PORSCHE,CARRERA GT,980,2016,2017,33,37,0.1212121212121211
cohort_rise,GB,VEH0120,BMW,1M,E82,2025,2026,215,241,0.12093023255813962
cohort_rise,GB,VEH0124,LOTUS,EVORA,122,2015,2016,550,616,0.1200000000000001
cohort_rise,GB,VEH0124,PEUGEOT,106 RALLYE,S1,2021,2022,75,84,0.1200000000000001
cohort_rise,GB,VEH0124,VOLKSWAGEN,SCIROCCO,MK3,2015,2016,41238,46181,0.11986517289878273
cohort_rise,GB,VEH0120,MASERATI,4200,M138,2005,2006,1186,1328,0.11973018549747039
cohort_rise,GB,VEH0120,ALFA ROMEO,156,932,2002,2003,34080,38160,0.11971830985915499
cohort_rise,GB,VEH0120,LOTUS,EVORA,122,2015,2016,544,609,0.11948529411764697
cohort_rise,GB,VEH0124,RENAULT,CLIO RS,MK4,2017,2018,1653,1850,0.11917725347852381
cohort_rise,GB,VEH0124,BMW,Z4,G29,2023,2024,5873,6570,0.11867869913161933
cohort_rise,GB,VEH0124,ABARTH,500,312,2018,2019,17694,19776,0.11766700576466604
cohort_rise,GB,VEH0124,MAZDA,RX-7,FC,2021,2022,68,76,0.11764705882352944
cohort_rise,GB,VEH0124,PORSCHE,BOXSTER,982,2023,2024,4242,4741,0.11763319189061772
cohort_rise,GB,VEH0120,ABARTH,500,312,2018,2019,17445,19496,0.1175695041559186
cohort_rise,GB,VEH0120,SMART,ROADSTER,452,2005,2006,5339,5963,0.11687581944184311
cohort_rise,GB,VEH0120,MERCEDES-BENZ,C55 AMG,W203,2025,2026,69,77,0.11594202898550732
cohort_rise,GB,VEH0120,FERRARI,CALIFORNIA,F149,2013,2014,798,890,0.11528822055137855
cohort_rise,GB,VEH0124,BMW,6 SERIES,E24,2023,2024,278,310,0.1151079136690647
cohort_rise,GB,VEH0124,BMW,Z4,E89,2014,2015,12496,13933,0.11499679897567217
cohort_rise,GB,VEH0120,RENAULT,TWINGO RS,MK2,2011,2012,949,1058,0.11485774499473123
cohort_rise,GB,VEH0120,LEXUS,SC430,Z40,2005,2006,1677,1869,0.11449016100178899
cohort_rise,GB,VEH0124,ALFA ROMEO,8C,8C,2014,2015,35,39,0.11428571428571432
cohort_rise,GB,VEH0120,ALFA ROMEO,8C,8C,2014,2015,35,39,0.11428571428571432
cohort_rise,GB,VEH0124,FORD,FOCUS ST,MK4,2024,2025,83416,92930,0.11405485758127942
cohort_rise,GB,VEH0120,FIAT,PUNTO GT,176,1998,1999,1858,2069,0.11356297093649093
cohort_rise,GB,VEH0120,MAZDA,MX-3,EC,1997,1998,8999,10017,0.11312368040893439
cohort_rise,GB,VEH0124,VOLKSWAGEN,POLO GTI,AW,2023,2024,9847,10960,0.11302934904031692
cohort_rise,GB,VEH0124,LOTUS,ESPRIT,S1_S3,2022,2023,303,337,0.11221122112211224
cohort_rise,GB,VEH0120,CITROEN,C2 VTS,A6,2006,2007,6248,6948,0.11203585147247108
cohort_rise,GB,VEH0120,MERCEDES-BENZ,SLS AMG,C197,2011,2012,322,358,0.11180124223602483
cohort_rise,GB,VEH0124,AUDI,R8,4S,2018,2019,941,1046,0.11158342189160475
cohort_rise,GB,VEH0124,AUDI,S3,8V,2018,2019,19886,22099,0.1112843206275771
cohort_rise,GB,VEH0120,MITSUBISHI,ECLIPSE,1G_2G,2001,2002,72,80,0.11111111111111116
cohort_rise,GB,VEH0120,RENAULT,19 16V,MK1,2023,2024,18,20,0.11111111111111116
cohort_rise,GB,VEH0124,SUZUKI,SWIFT SPORT,ZC33,2022,2023,4080,4530,0.11029411764705888
cohort_rise,GB,VEH0124,AUDI,S4,B8,2014,2015,2984,3313,0.11025469168900814
cohort_rise,GB,VEH0124,MERCEDES-BENZ,S-CLASS,W222,2018,2019,10350,11489,0.11004830917874386
cohort_rise,GB,VEH0120,TVR,SAGARIS,SAGARIS,2025,2026,73,81,0.1095890410958904
cohort_rise,GB,VEH0120,LOTUS,EVORA,122,2012,2013,413,458,0.10895883777239712
cohort_rise,GB,VEH0120,VOLVO,S60 R,P2,2004,2005,1290,1429,0.10775193798449623
cohort_rise,GB,VEH0120,HONDA,CRX,ED9_EE8,1999,2000,1535,1700,0.10749185667752448
cohort_rise,GB,VEH0120,BMW,Z8,E52,2001,2002,121,134,0.1074380165289257
cohort_rise,GB,VEH0124,MERCEDES-BENZ,SL,R231,2016,2017,4136,4580,0.10735009671179885
cohort_rise,GB,VEH0124,FORD,FIESTA ST,MK8,2022,2023,83777,92754,0.10715351468780221
cohort_rise,GB,VEH0124,LOTUS,ELISE,S3,2020,2021,672,744,0.1071428571428572
cohort_rise,GB,VEH0120,MITSUBISHI,ECLIPSE,1G_2G,2014,2015,28,31,0.1071428571428572
cohort_rise,GB,VEH0120,MASERATI,GRANTURISMO,M145,2012,2013,1765,1954,0.1070821529745043
cohort_rise,GB,VEH0120,PEUGEOT,406 COUPE,MK1,2001,2002,8418,9317,0.10679496317415071
cohort_rise,GB,VEH0120,BMW,135I,E82,2011,2012,1057,1169,0.10596026490066235
cohort_rise,GB,VEH0124,LOTUS,ESPRIT,S1_S3,2018,2019,236,261,0.10593220338983045
cohort_rise,GB,VEH0124,RENAULT,MEGANE RS,MK3,2014,2015,1719,1901,0.10587550901687037
cohort_rise,GB,VEH0124,RENAULT,19 16V,MK1,2023,2024,19,21,0.10526315789473695
cohort_rise,GB,VEH0120,LEXUS,SC430,Z40,2006,2007,1869,2064,0.1043338683788122
cohort_rise,GB,VEH0120,VOLVO,850 R,854,1996,1997,711,785,0.1040787623066104
cohort_rise,GB,VEH0124,ALFA ROMEO,147 GTA,937,2024,2025,135,149,0.10370370370370363
cohort_rise,GB,VEH0124,MITSUBISHI,ECLIPSE,1G_2G,2014,2015,29,32,0.10344827586206895
cohort_rise,GB,VEH0124,PORSCHE,BOXSTER,982,2024,2025,4741,5229,0.10293187091330935
cohort_rise,GB,VEH0120,TVR,SAGARIS,SAGARIS,2020,2021,78,86,0.10256410256410264
cohort_rise,GB,VEH0124,ALFA ROMEO,GTV,116,2015,2016,39,43,0.10256410256410264
cohort_rise,GB,VEH0120,ALFA ROMEO,4C,960,2017,2018,392,432,0.1020408163265305
cohort_rise,GB,VEH0124,RENAULT,CLIO V6,MK2,2024,2025,79,87,0.10126582278481022
cohort_rise,GB,VEH0120,RENAULT,CLIO V6,MK2,2024,2025,79,87,0.10126582278481022
cohort_rise,GB,VEH0124,OPEL,CORSA VXR,E,2017,2018,2485,2736,0.10100603621730375
cohort_rise,GB,VEH0120,OPEL,MONARO,V2,2007,2008,854,940,0.10070257611241207
cohort_rise,GB,VEH0124,TOYOTA,GT86,ZN6,2016,2017,5325,5858,0.10009389671361513
cohort_rise,GB,VEH0124,NISSAN,SKYLINE GT-R,R34,2017,2018,20,22,0.10000000000000009
cohort_rise,GB,VEH0120,RENAULT,19 16V,MK1,2024,2025,20,22,0.10000000000000009
cohort_rise,GB,VEH0124,VOLKSWAGEN,SCIROCCO,MK3,2016,2017,46181,50796,0.099932872826487
cohort_rise,GB,VEH0124,LOTUS,ELISE,S3,2017,2018,533,586,0.09943714821763594
cohort_rise,GB,VEH0124,NISSAN,GT-R,R35,2016,2017,2059,2263,0.0990772219524041
cohort_rise,GB,VEH0120,TOYOTA,GT86,ZN6,2016,2017,5193,5704,0.09840169458886971
cohort_rise,GB,VEH0120,RENAULT,A610,A610,1997,1998,51,56,0.0980392156862746
cohort_rise,GB,VEH0124,ALFA ROMEO,GTV,116,2017,2018,41,45,0.09756097560975618
cohort_rise,GB,VEH0120,HONDA,S2000,AP1_AP2,2005,2006,6447,7068,0.09632387156817135
cohort_rise,GB,VEH0124,JAGUAR,XJ,X351,2016,2017,8709,9539,0.09530370880698125
cohort_rise,GB,VEH0120,FERRARI,599,599,2010,2011,336,368,0.09523809523809534
cohort_rise,GB,VEH0120,MITSUBISHI,ECLIPSE,1G_2G,1998,1999,63,69,0.09523809523809534
cohort_rise,GB,VEH0124,RENAULT,19 16V,MK1,2024,2025,21,23,0.09523809523809534
cohort_rise,GB,VEH0120,OPEL,CALIBRA,A,1995,1996,30776,33701,0.09504159085001307
cohort_rise,GB,VEH0124,MAZDA,MX-5,ND,2021,2022,18415,20161,0.09481401031767578
cohort_rise,GB,VEH0124,ASTON MARTIN,V8 VANTAGE,AM6,2024,2025,2163,2368,0.0947757743874249
cohort_rise,GB,VEH0120,MERCEDES-BENZ,SLK,R172,2019,2020,7148,7825,0.09471180749860109
cohort_rise,GB,VEH0120,JAGUAR,S-TYPE R,X200,2006,2007,1036,1134,0.09459459459459452
cohort_rise,GB,VEH0124,VOLKSWAGEN,POLO GTI,AW,2024,2025,10960,11996,0.09452554744525554
cohort_rise,GB,VEH0120,NISSAN,GT-R,R35,2016,2017,2021,2212,0.09450766947055911
cohort_rise,GB,VEH0120,MITSUBISHI,ECLIPSE,1G_2G,1996,1997,53,58,0.09433962264150941
cohort_rise,GB,VEH0124,ASTON MARTIN,V8 VANTAGE,AM6,2022,2023,1817,1988,0.0941111722619703
cohort_rise,GB,VEH0120,MITSUBISHI,ECLIPSE,1G_2G,1994,1995,43,47,0.09302325581395343
cohort_rise,GB,VEH0124,SUBARU,BRZ,ZC6,2018,2019,770,841,0.09220779220779218
cohort_rise,GB,VEH0124,AUDI,RS6,C8,2024,2025,2355,2572,0.09214437367303607
cohort_rise,GB,VEH0120,SUBARU,BRZ,ZC6,2018,2019,750,819,0.09200000000000008
cohort_rise,GB,VEH0124,RENAULT,CLIO V6,MK2,2020,2021,98,107,0.09183673469387754
cohort_rise,GB,VEH0120,RENAULT,CLIO V6,MK2,2020,2021,98,107,0.09183673469387754
cohort_rise,GB,VEH0124,LOTUS,ESPRIT,S1_S3,2024,2025,349,381,0.09169054441260749
cohort_rise,GB,VEH0124,ALFA ROMEO,4C,960,2017,2018,404,441,0.09158415841584167
cohort_rise,GB,VEH0120,ALFA ROMEO,155,167,1997,1998,3948,4309,0.0914387031408308
cohort_rise,GB,VEH0124,NISSAN,SUNNY GTI-R,N14,2022,2023,11,12,0.09090909090909083
cohort_rise,GB,VEH0120,NISSAN,SUNNY GTI-R,N14,2022,2023,11,12,0.09090909090909083
cohort_rise,GB,VEH0120,PORSCHE,CARRERA GT,980,2020,2021,33,36,0.09090909090909083
cohort_rise,GB,VEH0124,PORSCHE,CARRERA GT,980,2020,2021,33,36,0.09090909090909083
cohort_rise,GB,VEH0120,PORSCHE,CARRERA GT,980,2016,2017,33,36,0.09090909090909083
cohort_rise,GB,VEH0124,NISSAN,200SX,S13,2023,2024,177,193,0.09039548022598876
cohort_rise,GB,VEH0124,AUDI,RS6,C7,2017,2018,2575,2807,0.09009708737864086
cohort_rise,GB,VEH0124,ALFA ROMEO,SPIDER,105_115,2020,2021,111,121,0.09009009009009006
cohort_rise,GB,VEH0124,MERCEDES-BENZ,SLK,R172,2016,2017,26588,28973,0.08970212125771027
cohort_rise,GB,VEH0124,NISSAN,GT-R,R35,2014,2015,1822,1985,0.08946212952799115
cohort_rise,GB,VEH0120,PEUGEOT,306 S16,MK1,1998,1999,12632,13762,0.08945535148828365
cohort_rise,GB,VEH0120,BMW,Z8,E52,2019,2020,45,49,0.0888888888888888
cohort_rise,GB,VEH0124,BMW,Z8,E52,2019,2020,45,49,0.0888888888888888
cohort_rise,GB,VEH0124,PORSCHE,CAYMAN,982,2020,2021,4229,4603,0.08843698273823608
cohort_rise,GB,VEH0124,BMW,6 SERIES,F12,2016,2017,12575,13682,0.08803180914512931
cohort_rise,GB,VEH0124,ASTON MARTIN,V8 VANTAGE,AM6,2023,2024,1988,2163,0.0880281690140845
cohort_rise,GB,VEH0124,PORSCHE,CAYMAN,982,2024,2025,6554,7129,0.08773268233140064
cohort_rise,GB,VEH0120,NISSAN,GT-R,R35,2014,2015,1791,1948,0.08766052484645459
cohort_rise,GB,VEH0120,NISSAN,370Z,Z34,2012,2013,1520,1653,0.08749999999999991
cohort_rise,GB,VEH0124,MASERATI,QUATTROPORTE,M156,2017,2018,549,597,0.08743169398907114
cohort_rise,GB,VEH0120,RENAULT,A610,A610,2011,2012,23,25,0.08695652173913038
cohort_rise,GB,VEH0124,SUBARU,IMPREZA WRX,VA,2017,2018,1295,1407,0.08648648648648649
cohort_rise,GB,VEH0124,PEUGEOT,RCZ,MK1,2014,2015,11142,12105,0.08642972536348958
cohort_rise,GB,VEH0120,MITSUBISHI,ECLIPSE,1G_2G,1997,1998,58,63,0.0862068965517242
cohort_rise,GB,VEH0120,FERRARI,575M,575M,2005,2006,198,215,0.08585858585858586
cohort_rise,GB,VEH0120,PORSCHE,CARRERA GT,980,2013,2014,35,38,0.08571428571428563
cohort_rise,GB,VEH0124,BMW,Z4,G29,2024,2025,6570,7132,0.08554033485540335
cohort_rise,GB,VEH0124,MITSUBISHI,FTO,DE,2021,2022,47,51,0.0851063829787233
cohort_rise,GB,VEH0120,MITSUBISHI,FTO,DE,2021,2022,47,51,0.0851063829787233
cohort_rise,GB,VEH0120,BMW,1M,E82,2011,2012,354,384,0.0847457627118644
cohort_rise,GB,VEH0124,TOYOTA,CELICA GT-FOUR,ST185_ST205,2022,2023,24,26,0.08333333333333326
cohort_rise,GB,VEH0124,MERCEDES-BENZ,C63 AMG,W205,2023,2024,12,13,0.08333333333333326
cohort_rise,GB,VEH0120,TOYOTA,CELICA GT-FOUR,ST185_ST205,2022,2023,24,26,0.08333333333333326
cohort_rise,GB,VEH0124,SUBARU,BRZ,ZC6,2017,2018,711,770,0.08298171589310832
cohort_rise,GB,VEH0124,AUDI,R8,4S,2019,2020,1046,1132,0.08221797323135749
cohort_rise,GB,VEH0120,PEUGEOT,RCZ,MK1,2014,2015,10764,11645,0.08184689706428827
cohort_rise,GB,VEH0120,LOTUS,EVORA,122,2017,2018,637,689,0.08163265306122458
cohort_rise,GB,VEH0120,VOLKSWAGEN,PHAETON,3D,2010,2011,1655,1788,0.08036253776435043
cohort_rise,GB,VEH0120,MERCEDES-BENZ,SLK,R172,2018,2019,6618,7148,0.08008461770927777
cohort_rise,GB,VEH0124,PORSCHE,CAYMAN,982,2023,2024,6070,6554,0.0797364085667216
cohort_rise,GB,VEH0124,VOLKSWAGEN,GOLF GTI,MK1,2021,2022,477,515,0.07966457023060802
cohort_rise,GB,VEH0120,FERRARI,612,612,2008,2009,227,245,0.07929515418502198
cohort_rise,GB,VEH0120,SUBARU,BRZ,ZC6,2017,2018,695,750,0.07913669064748197
cohort_rise,GB,VEH0124,LOTUS,EXIGE,S3,2018,2019,483,521,0.07867494824016563
cohort_rise,GB,VEH0124,MASERATI,GHIBLI,M157,2017,2018,3028,3266,0.07859973579920743
cohort_rise,GB,VEH0124,PEUGEOT,309 GTI,MK1,2020,2021,51,55,0.07843137254901955
cohort_rise,GB,VEH0120,ABARTH,500,312,2019,2020,19496,21013,0.07781083299138292
cohort_rise,GB,VEH0124,MERCEDES-BENZ,C63 AMG,W205,2024,2025,13,14,0.07692307692307687
cohort_rise,GB,VEH0124,NISSAN,370Z,Z34,2015,2016,1950,2100,0.07692307692307687
cohort_rise,GB,VEH0120,ALFA ROMEO,8C,8C,2025,2026,13,14,0.07692307692307687
cohort_rise,GB,VEH0124,ABARTH,500,312,2019,2020,19776,21295,0.0768102750809061
cohort_rise,GB,VEH0120,NISSAN,370Z,Z34,2015,2016,1903,2049,0.07672096689437735
cohort_rise,GB,VEH0124,TOYOTA,SUPRA,A70,2024,2025,170,183,0.07647058823529407
cohort_rise,GB,VEH0124,AUDI,TT,8S,2019,2020,28850,31052,0.07632582322357018
cohort_rise,GB,VEH0124,SUZUKI,SWIFT SPORT,ZC33,2023,2024,4530,4875,0.07615894039735105
cohort_rise,GB,VEH0120,MASERATI,4200,M138,2006,2007,1328,1429,0.07605421686746983
cohort_rise,GB,VEH0124,AUDI,TT,8S,2021,2022,33025,35535,0.07600302800908398
cohort_rise,GB,VEH0124,LOTUS,EVORA,122,2017,2018,646,695,0.07585139318885448
cohort_rise,GB,VEH0124,RENAULT,MEGANE RS,MK3,2015,2016,1901,2044,0.07522356654392426
cohort_rise,GB,VEH0120,NISSAN,370Z,Z34,2013,2014,1653,1777,0.075015124016939
cohort_rise,GB,VEH0120,ALFA ROMEO,147 GTA,937,2024,2025,134,144,0.07462686567164178
cohort_rise,GB,VEH0120,HONDA,S2000,AP1_AP2,2006,2007,7068,7595,0.07456140350877183
cohort_rise,GB,VEH0120,MG,RV8,RV8,1997,1998,229,246,0.07423580786026207
cohort_rise,GB,VEH0124,NISSAN,370Z,Z34,2014,2015,1816,1950,0.07378854625550657
cohort_rise,GB,VEH0124,AUDI,R8,42,2014,2015,2552,2740,0.07366771159874608
cohort_rise,GB,VEH0120,BMW,Z3,E36_7,2001,2002,20111,21590,0.073541842772612
cohort_rise,GB,VEH0120,FORD,ESCORT RS COSWORTH,MK5,2020,2021,273,293,0.07326007326007322
cohort_rise,GB,VEH0120,ALFA ROMEO,156,932,2003,2004,38160,40953,0.07319182389937118
cohort_rise,GB,VEH0120,MITSUBISHI,ECLIPSE,1G_2G,2003,2004,82,88,0.07317073170731714
cohort_rise,GB,VEH0120,TOYOTA,GT86,ZN6,2017,2018,5704,6121,0.07310659186535773
